canonical_smiles,molecule_chembl_id,pchembl_value,bioactivity_class
CNCC#CCOc1ccc(S(=O)(=O)N(C)c2c(C)cc(Br)cc2C(=O)NO)cc1,CHEMBL19269,6.19,1.0
CNCc1ccc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)cc1,CHEMBL5873958,4.77,0.0
CNc1cc(F)cc2cc(C(=O)N3CCc4ccc(C(=O)NCCN5CCCC5)cc4C3)[nH]c12,CHEMBL5596601,5.58,1.0
COC(=O)C(C(=O)/C=C/c1ccc(O)c(OC)c1)C(=O)/C=C/c1ccc(O)c(OC)c1,CHEMBL3915135,4.8,0.0
COC(=O)C(C(=O)/C=C/c1ccc(O)cc1)C(=O)/C=C/c1ccc(O)cc1,CHEMBL3922961,5.22,0.0
COC(=O)C1(O)CC(OC(=O)/C=C/c2ccc(O)c(O)c2)C(O)C(OC(=O)/C=C/c2ccc(O)c(O)c2)C1,CHEMBL2048502,4.93,0.0
COC(=O)C1CCCN1Cc1cccc(C(=O)NO)c1N(C)S(=O)(=O)c1ccc(OC)cc1,CHEMBL100564,8.3,1.0
COC(=O)COc1c(C)cc(-c2nn(C)c(=O)c3ccccc23)cc1C,CHEMBL33977,5.22,0.0
COC(=O)N1CC2(CC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1C=CC(c2ccccc2)CC1,CHEMBL251865,6.37,1.0
COC(=O)N1CC2(CC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1CC=C(c2ccccc2)C1,CHEMBL252442,5.52,1.0
COC(=O)N1CC2(CC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1CC=C(c2ccccc2)CC1,CHEMBL434567,6.37,1.0
COC(=O)N1CCC(C(NS(=O)(=O)c2ccc(-c3ccc(OC)cc3)cc2)C(=O)O)CC1,CHEMBL311097,6.75,1.0
COC(=O)Nc1ccc2oc3cc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)ccc3c2c1,CHEMBL523034,5.89,1.0
COC(=O)[C@@H](Cc1ccc(O)c(O)c1)OC(=O)/C=C/c1ccc(O)c(O)c1,CHEMBL241405,6.21,1.0
COC(=O)[C@@H](Cc1ccc(O)c(O)c1)OC(=O)/C=C/c1ccc(O)c2c1[C@H](C(=O)OC)[C@@H](c1ccc(O)c(O)c1)O2,CHEMBL2048505,6.0,1.0
COC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@H](C)NC(=O)[C@@H](NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](OC(=O)[C@@H](OC(=O)[C@H](C(C)C)N(C)C)C(C)C)C(C)C)[C@@H](C)O,CHEMBL567893,5.3,0.0
COC(=O)c1ccc(-c2nc3ccc(Br)cc3[nH]2)cc1,CHEMBL4635438,4.68,0.0
COC(=O)c1ccc(CCC(CS(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)N(O)C=O)cc1,CHEMBL78213,9.01,1.0
COC(=O)c1cccc(C(=O)NO)c1N(Cc1cccnc1)S(=O)(=O)c1ccc(OC)cc1,CHEMBL76974,8.22,1.0
COCC#CCOc1ccc(S(=O)(=O)N(C)c2c(C)cc(Br)cc2C(=O)NO)cc1,CHEMBL18895,6.41,1.0
COCC(=O)N1CC(C(=O)NO)N(S(=O)(=O)c2ccc(OC)cc2)Cc2ccccc21,CHEMBL97898,8.7,1.0
COCC(=O)N1CC(C(=O)NO)N(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)Cc2ccccc21,CHEMBL316822,8.7,1.0
COCC(=O)N1CC(C(=O)NO)N(S(=O)(=O)c2ccc(Oc3ccncc3)cc2)Cc2ccccc21,CHEMBL316489,8.7,1.0
COCC(CS(=O)(=O)c1ccc(Oc2ccc(OC(F)(F)F)cc2)cc1)N(O)C=O,CHEMBL73866,9.05,1.0
COCCN(CCOC)C(=O)N1CCN(S(=O)(=O)c2ccc(Br)cc2)C(C(=O)NO)C1,CHEMBL125601,7.7,1.0
COCCN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(N3CCC(C(=O)Nc4ccccc4)CC3)cc2)CC1,CHEMBL1085257,5.91,1.0
COCCN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)CC1,CHEMBL1771212,9.7,1.0
COCCN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(Oc3ccc(SC(F)(F)F)cc3)cc2)CC1,CHEMBL1801428,9.6,1.0
COCCN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(Oc3ccc4c(c3)OCO4)cc2)CC1,CHEMBL1801421,9.57,1.0
COCCN1CN(S(=O)(=O)c2ccc(OC)cc2)[C@@H](C(=O)NO)CC1=O,CHEMBL266292,7.28,1.0
COCCOC(=O)N1CCC(C(C(=O)O)N(C)S(=O)(=O)c2ccc(-c3ccc(OC)cc3)cc2)CC1,CHEMBL312100,7.86,1.0
COCCOC(=O)N1CCC(C(C(=O)O)N(CCOC)S(=O)(=O)c2ccc(-c3ccc(OC)cc3)cc2)CC1,CHEMBL315114,8.04,1.0
COCCOC(=O)N1CCC(C(C(=O)O)N(Cc2ccccn2)S(=O)(=O)c2ccc(-c3ccc(OC)cc3)cc2)CC1,CHEMBL85374,7.73,1.0
COCCOC(=O)N1CCC(C(NS(=O)(=O)c2ccc(-c3ccc(SC)cc3)cc2)C(=O)O)CC1,CHEMBL311004,8.14,1.0
COCCOC(=O)N1CCC(C(NS(=O)(=O)c2ccc(-c3ccccc3)cc2)C(=O)O)CC1,CHEMBL313340,6.38,1.0
COCCOC(=O)N1CCC(C(NS(=O)(=O)c2ccc(Oc3ccccc3)cc2)C(=O)O)CC1,CHEMBL82113,6.22,1.0
COCCc1cc(COc2ccc([C@]3(N)CCN([C@H](CC(C)C)C(=O)NO)C3=O)cc2)c2ccccc2n1,CHEMBL3221864,5.92,1.0
COC[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCCc1ccc(-c2ccccc2)c(C)c1)CC(=O)NO)C(C)(C)C)c1ccccc1,CHEMBL503231,6.25,1.0
COC[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCCc1ccc(-c2ccccc2)c(C)c1)CC(=O)O)C(C)(C)C)c1ccccc1,CHEMBL250266,4.52,0.0
COCc1cc(COc2ccc([C@]3(N)CCN([C@H](CC(C)C)C(=O)NO)C3=O)cc2)c2ccccc2n1,CHEMBL3221863,5.94,1.0
CO[C@@H](CN(c1ccc(Oc2ccc(C)cc2)cc1)S(C)(=O)=O)C(=O)NO,CHEMBL404893,8.42,1.0
CO[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCCc1ccc(-c2ccccc2)c(C)c1)CC(=O)NO)C(C)(C)C)c1ccccc1,CHEMBL326489,6.25,1.0
CO[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCCc1ccc(-c2ccccc2)c(C)c1)CC(=O)O)C(C)(C)C)c1ccccc1,CHEMBL115460,4.52,0.0
CO[C@@H]1O[C@H](CN([C@@H](C(=O)O)C(C)C)S(=O)(=O)c2ccc(-c3ccccc3)cc2)[C@@H](O)[C@H](O)[C@H]1NC(C)=O,CHEMBL4286237,6.05,1.0
CO[C@@H]1O[C@H](CN([C@@H](C(=O)O)C(C)C)S(=O)(=O)c2ccc(-c3ccccc3)cc2)[C@@H](O)[C@H](O)[C@H]1O,CHEMBL4290729,5.66,1.0
CO[C@@H]1O[C@H](CN([C@@H](C(=O)O)C(C)C)S(=O)(=O)c2ccc(-c3ccccc3)cc2)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1NC(C)=O,CHEMBL4289657,5.91,1.0
CO[C@@H]1O[C@H](CN([C@@H](C(=O)O)C(C)C)S(=O)(=O)c2ccc(-c3ccccc3)cc2)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,CHEMBL4294130,5.58,1.0
CO[C@@H]1O[C@H](CNC(=S)NCCN([C@@H](C(=O)O)C(C)C)S(=O)(=O)c2ccc(-c3ccccc3)cc2)[C@@H](O)[C@H](O)[C@H]1O,CHEMBL4279699,6.28,1.0
CO[C@@H]1O[C@H](CNC(=S)NCCN([C@@H](C(=O)O)C(C)C)S(=O)(=O)c2ccc(-c3ccccc3)cc2)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,CHEMBL4291027,7.5,1.0
CO[C@H](C(=O)NO)[C@@H](CC(C)C)C(=O)N[C@H](C(=O)Nc1ccccn1)C(C)(C)C,CHEMBL2107228,7.16,1.0
CO[C@H](CN(c1ccc(Oc2ccc(C)cc2)cc1)S(C)(=O)=O)C(=O)NO,CHEMBL403089,7.89,1.0
COc1cc(/C=C/C(=O)C(C(=O)/C=C/c2ccc(O)c(CO)c2)C(=O)CO)ccc1O,CHEMBL5815281,4.8,0.0
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(CN(C)C)cc2)ccc1O,CHEMBL3963341,4.77,0.0
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(N(C)C)cc2)ccc1O,CHEMBL5775711,4.77,0.0
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(CO)c2)ccc1O,CHEMBL3892642,4.54,0.0
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,CHEMBL140,5.07,0.0
COc1cc(/C=C/c2cc(/C=C/c3ccc(O)c(OC)c3)[nH]n2)ccc1O,CHEMBL180239,4.71,0.0
COc1cc(/C=C/c2cc(C)[nH]n2)ccc1O,CHEMBL481599,4.75,0.0
COc1cc(/C=C/c2n[nH]c(C)c2C)ccc1O,CHEMBL481600,5.1,0.0
COc1cc(/C=N/NC(N)=S)ccc1O,CHEMBL242104,6.97,1.0
COc1cc(C(O)C(CO)Oc2ccc(/C=C\CO)cc2OC)ccc1O,CHEMBL2048509,5.0,0.0
COc1cc2c(cc1O)CCN(S(=O)(=O)c1ccccc1)C2C(=O)NO,CHEMBL148171,7.0,1.0
COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,CHEMBL2,5.16,0.0
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1-c1c(O)cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc12,CHEMBL378188,4.99,0.0
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1-c1c(O)cc2c(c1O)C(=O)CC(c1ccc(O)cc1)O2,CHEMBL4213048,4.43,0.0
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1-c1c(O)cc2oc(-c3ccc(O)cc3)cc(=O)c2c1O,CHEMBL451902,4.58,0.0
COc1ccc(-c2cc(Nc3ccccc3)c3c(=O)[nH]c4ccccc4c3c2)cc1,CHEMBL4757741,4.5,0.0
COc1ccc(-c2ccc(C(=O)CC3(O)C(=O)NC(=O)NC3=O)cc2)cc1,CHEMBL2151358,6.85,1.0
COc1ccc(-c2ccc(S(=O)(=O)C(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,CHEMBL206944,8.36,1.0
COc1ccc(-c2ccc(S(=O)(=O)Cn3cccc(O)c3=O)s2)cc1,CHEMBL256067,6.28,1.0
COc1ccc(-c2ccc(S(=O)(=O)N(CC(=O)NO)OC(C)C)cc2)cc1,CHEMBL560837,6.8,1.0
COc1ccc(-c2ccc(S(=O)(=O)N(CC(=O)NO)OC(C)C)s2)cc1,CHEMBL561630,6.6,1.0
COc1ccc(-c2ccc(S(=O)(=O)N(CCNC(=O)CCCNC(=O)c3cccc(C(=O)NCCCC(=O)NCCN([C@H](CCN4C(=O)c5ccccc5C4=O)C(=O)NO)S(=O)(=O)c4ccc(-c5ccc(OC)cc5)cc4)c3)[C@H](CCN3C(=O)c4ccccc4C3=O)C(=O)NO)cc2)cc1,CHEMBL4584813,8.68,1.0
COc1ccc(-c2ccc(S(=O)(=O)N(CCNC(=O)c3cccc(C(=O)NCCN([C@H](CCN4C(=O)c5ccccc5C4=O)C(=O)NO)S(=O)(=O)c4ccc(-c5ccc(OC)cc5)cc4)c3)[C@H](CCN3C(=O)c4ccccc4C3=O)C(=O)NO)cc2)cc1,CHEMBL4518217,7.85,1.0
COc1ccc(-c2ccc(S(=O)(=O)N(Cc3cccnc3)c3c(C)cccc3C(=O)NO)cc2)cc1,CHEMBL71645,6.82,1.0
COc1ccc(-c2ccc(S(=O)(=O)N(OC(C)C)[C@H](CCC3C(=O)c4ccccc4C3=O)C(=O)NO)cc2)cc1,CHEMBL5268799,9.37,1.0
COc1ccc(-c2ccc(S(=O)(=O)N(OC(C)C)[C@H](CCN3C(=O)c4ccccc4C3=O)C(=O)NO)cc2)cc1,CHEMBL3617407,9.37,1.0
COc1ccc(-c2ccc(S(=O)(=O)N(OC(C)C)[C@H](CCNC(=O)Cc3ccccc3)C(=O)NO)cc2)cc1,CHEMBL3617405,8.54,1.0
COc1ccc(-c2ccc(S(=O)(=O)N(OC(C)C)[C@H](CCNC(C)=O)C(=O)NO)cc2)cc1,CHEMBL3617404,8.7,1.0
COc1ccc(-c2ccc(S(=O)(=O)NC(C(=O)O)C3CCN(C(=O)CC(C)C)CC3)cc2)cc1,CHEMBL79267,6.86,1.0
COc1ccc(-c2ccc(S(=O)(=O)NC(C(=O)O)C3CCN(C(=O)N4CCOCC4)CC3)cc2)cc1,CHEMBL83282,7.29,1.0
COc1ccc(-c2ccc(S(=O)(=O)NC(C(=O)O)C3CCN(C(=O)OC(C)(C)C)CC3)cc2)cc1,CHEMBL82169,8.27,1.0
COc1ccc(-c2ccc(S(=O)(=O)NC(C(=O)O)C3CCN(C(=O)OC(C)C)CC3)cc2)cc1,CHEMBL83368,7.93,1.0
COc1ccc(-c2ccc(S(=O)(=O)NC(C(=O)O)C3CCNCC3)cc2)cc1,CHEMBL79906,5.75,1.0
COc1ccc(-c2ccc(S(=O)(=O)NC(C(C)C)P(=O)(O)O)cc2)cc1,CHEMBL3752564,8.05,1.0
COc1ccc(-c2ccc(S(=O)(=O)NC(CC#Cc3ccccc3)C(=O)O)cc2)cc1,CHEMBL10454,6.26,1.0
COc1ccc(-c2ccc(S(=O)(=O)N[C@@H](C(=O)O)C(C)C)cc2)cc1,CHEMBL348335,7.4,1.0
COc1ccc(-c2ccc(S(=O)(=O)N[C@@H](C(=O)O)C(C)C)s2)cc1,CHEMBL160940,7.14,1.0
COc1ccc(-c2ccc(S(=O)(=O)N[C@@H](C(=O)O)C3CCN(C(=O)OC(C)(C)C)CC3)cc2)cc1,CHEMBL253680,8.18,1.0
COc1ccc(-c2ccc(S(=O)(=O)N[C@@H](C(C)C)P(=O)(O)O)cc2)cc1,CHEMBL202932,8.1,1.0
COc1ccc(-c2ccc(S(=O)(=O)N[C@@H](CCCCCF)P(=O)(O)O)cc2)cc1,CHEMBL3751997,7.72,1.0
COc1ccc(-c2ccc(S(=O)(=O)N[C@@H]3CC=CCN(O)C3=O)s2)cc1,CHEMBL1916207,7.96,1.0
COc1ccc(-c2ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)cc2)cc1,CHEMBL44383,5.66,1.0
COc1ccc(-c2ccc(S(=O)(=O)N[C@H](C(=O)O)C3CCN(C(=O)OC(C)(C)C)CC3)cc2)cc1,CHEMBL402745,7.15,1.0
COc1ccc(-c2ccc(S(=O)(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)O)cc2)cc1,CHEMBL157704,7.09,1.0
COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3C(=O)NO)cc2)cc1,CHEMBL573934,6.03,1.0
COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3C(C)C(=O)NO)cc2)cc1,CHEMBL572780,7.16,1.0
COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3C(C)C(=O)O)cc2)cc1,CHEMBL584147,5.52,1.0
COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3C(CCC(=O)O)C(=O)O)cc2)cc1,CHEMBL4213983,4.84,0.0
COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3C3CCC(=O)N(O)C3=O)cc2)cc1,CHEMBL4214626,5.84,1.0
COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3CC(=O)NO)cc2)cc1,CHEMBL584365,7.03,1.0
COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3CC(=O)NS(=O)(=O)C(F)(F)F)cc2)cc1,CHEMBL4216008,4.61,0.0
COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3CC(=O)NS(C)(=O)=O)cc2)cc1,CHEMBL4213651,5.43,1.0
COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3CC(=O)O)cc2)cc1,CHEMBL573936,6.14,1.0
COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3CP(=O)(O)O)cc2)cc1,CHEMBL4218036,5.6,1.0
COc1ccc(-c2ccc(Sc3ccccc3C(CCC(=O)O)C(=O)O)cc2)cc1,CHEMBL4209100,5.53,1.0
COc1ccc(-c2ccc(Sc3ccccc3C3CCC(=O)N(O)C3=O)cc2)cc1,CHEMBL4203044,5.24,0.0
COc1ccc(-c2ccc(Sc3ccccc3CC(=O)NO)cc2)cc1,CHEMBL4210206,6.92,1.0
COc1ccc(-c2ccc(Sc3ccccc3CC(=O)NS(=O)(=O)C(F)(F)F)cc2)cc1,CHEMBL4212208,4.3,0.0
COc1ccc(-c2ccc(Sc3ccccc3CC(=O)NS(C)(=O)=O)cc2)cc1,CHEMBL4207046,4.75,0.0
COc1ccc(-c2ccc(Sc3ccccc3CC(=O)O)cc2)cc1,CHEMBL4214269,6.08,1.0
COc1ccc(-c2ccc(Sc3ccccc3CP(=O)(O)O)cc2)cc1,CHEMBL4206329,5.95,1.0
COc1ccc(-c2cn(-c3ccc(S(=O)(=O)C4(C(=O)NO)CCOCC4)cc3)nn2)cc1,CHEMBL5199189,7.95,1.0
COc1ccc(-c2cnc(-c3ccc(S(=O)(=O)NC(C(=O)CCC(=O)O)C(C)C)cc3)o2)cc1,CHEMBL266612,5.0,0.0
COc1ccc(-c2cnc(-c3ccc(S(=O)(=O)NC(C(=O)NO)C(C)C)cc3)o2)cc1,CHEMBL13826,6.0,1.0
COc1ccc(-c2cnc(-c3ccc(S(=O)(=O)NC(C(=O)NO)C(C)C)cc3)s2)cc1,CHEMBL13974,6.05,1.0
COc1ccc(-c2cnc(-c3ccc(S(=O)(=O)NC(C(=O)O)C(C)C)cc3)o2)cc1,CHEMBL275014,6.0,1.0
COc1ccc(-c2cnc(-c3ccc(S(=O)(=O)NC(C(=O)O)C(C)C)cc3)s2)cc1,CHEMBL418715,6.16,1.0
COc1ccc(-c2cnc(-c3ccc(S(=O)(=O)NC(CCC(=O)O)C(=O)O)cc3)s2)cc1,CHEMBL13965,7.3,1.0
COc1ccc(-c2nnn(CCCOc3ccc(S(=O)(=O)C4(C(=O)NO)CCOCC4)cc3)n2)cc1,CHEMBL1771214,5.96,1.0
COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1O,CHEMBL3589199,4.3,0.0
COc1ccc(-n2nnc(-c3ccc(S(=O)(=O)N[C@H](Cc4c[nH]c5ccccc45)C(=O)O)cc3)n2)cc1,CHEMBL347138,7.77,1.0
COc1ccc(/C=C/C(=O)N2C[C@@H](NC(=O)c3ccc4no[n+]([O-])c4c3)C[C@H]2C(=O)NO)cc1OC,CHEMBL4249544,6.41,1.0
COc1ccc(/C=C/C(=O)N2C[C@@H](NC(=O)c3cccc4no[n+]([O-])c34)C[C@H]2C(=O)NO)cc1OC,CHEMBL4238489,6.28,1.0
COc1ccc(/C=C/C(=O)N2C[C@@H](NC(=O)c3cccnc3)C[C@H]2C(=O)NO)cc1OC,CHEMBL472915,6.44,1.0
COc1ccc(/C=C/C(=O)O[C@H](C(=O)O)[C@](O)(Cc2ccc(O)c(O)c2)C(=O)O)cc1O,CHEMBL500586,4.87,0.0
COc1ccc(C#Cc2ccc(N(C[C@H](O)C(=O)NO)S(C)(=O)=O)cc2)cc1,CHEMBL272763,7.04,1.0
COc1ccc(C#Cc2ccc(S(=O)(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)O)cc2)cc1,CHEMBL296327,8.09,1.0
COc1ccc(C#Cc2ccc(S(=O)(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)O)cc2[N+](=O)[O-])cc1,CHEMBL297793,5.72,1.0
COc1ccc(C#Cc2ccc(S(=O)(=O)N[C@H](Cc3ccccc3)C(=O)O)cc2)cc1,CHEMBL155815,5.11,0.0
COc1ccc(C#Cc2ccc(S(=O)(=O)N[C@H](Cc3ccccc3)C(=O)O)s2)cc1,CHEMBL160305,7.62,1.0
COc1ccc(C(=O)CC2(O)C(=O)NC(=O)NC2=O)cc1,CHEMBL2151350,4.89,0.0
COc1ccc(C(=O)Cc2ccc(SC(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,CHEMBL211037,7.0,1.0
COc1ccc(C(=O)N2CCN(c3ccc(S(=O)(=O)C4(C(=O)NO)CCOCC4)cc3)CC2)cc1,CHEMBL1771213,5.92,1.0
COc1ccc(C(=O)N[C@@H]2C[C@H](C(=O)NO)N(S(=O)(=O)c3ccc(Cl)c(Cl)c3)C2)c(OC)c1,CHEMBL2088991,6.25,1.0
COc1ccc(C(=O)N[C@H]2C[C@H](C(=O)NO)N(S(=O)(=O)c3ccc(Cl)c(Cl)c3)C2)c(OC)c1,CHEMBL2088990,5.77,1.0
COc1ccc(C(=O)Nc2ccc(S(=O)(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)O)cc2)cc1,CHEMBL2385443,7.96,1.0
COc1ccc(C(C(=O)NC(C)(C)C)N2C(=O)[C@H](CS)NC(=O)[C@@H]2Cc2ccc([N+](=O)[O-])cc2)cc1,CHEMBL27408,5.89,1.0
COc1ccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3ccc4ccccc4c3)C2)cc1,CHEMBL3622796,4.72,0.0
COc1ccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3cccc4ccccc34)C2)cc1,CHEMBL3622784,5.07,0.0
COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1-c1c(O)cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc12,CHEMBL4208646,4.53,0.0
COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1-c1c(O)cc2c(c1O)C(=O)CC(c1ccc(O)cc1)O2,CHEMBL4216342,4.59,0.0
COc1ccc(CC2(CCCCCCC(F)CF)C(=O)NC(=O)NC2=O)cc1,CHEMBL4633293,7.33,1.0
COc1ccc(CC2(CCCCCCCC(C)C)C(=O)NC(=O)NC2=O)cc1,CHEMBL2203640,5.35,0.0
COc1ccc(CC2(CCCCCCCC(F)(F)F)C(=O)NC(=O)NC2=O)cc1,CHEMBL2203641,7.66,1.0
COc1ccc(CC2(CCCCCCCC(F)CF)C(=O)NC(=O)NC2=O)cc1,CHEMBL4643048,7.58,1.0
COc1ccc(CCN2CCC(C(=O)NO)(S(=O)(=O)c3ccc(OC)cc3)CC2)cc1,CHEMBL80814,7.47,1.0
COc1ccc(CCc2ccc(S(=O)(=O)N[C@@H](C(C)C)P(=O)(O)O)cc2)cc1,CHEMBL228141,6.17,1.0
COc1ccc(CN2C(=O)[C@H](CS)NC(=O)[C@@H]2CC2CCCCC2)cc1,CHEMBL29897,7.1,1.0
COc1ccc(CN2C(=O)[C@H](CS)NC(=O)[C@@H]2Cc2ccc([N+](=O)[O-])cc2)cc1,CHEMBL30134,5.92,1.0
COc1ccc(CN2C(=O)[C@H](CS)NC(=O)[C@@H]2Cc2ccccc2)cc1,CHEMBL30034,5.63,1.0
COc1ccc(CN2CCC(C(=O)NO)(S(=O)(=O)c3ccc(OC)cc3)CC2)cc1,CHEMBL76856,7.92,1.0
COc1ccc(CN2CCC(C(=O)NO)(S(=O)(=O)c3ccc(Oc4ccc(Cl)cc4)cc3)CC2)cc1,CHEMBL78909,9.0,1.0
COc1ccc(CNC(=O)CC[C@H](NS(=O)(=O)c2ccc(-c3ccccc3)cc2)C(=O)O)cc1,CHEMBL3828270,5.74,1.0
COc1ccc(CNC(=O)CN(C(CCSCc2ccccc2)C(=O)NO)S(=O)(=O)c2ccc(OC)cc2)cc1,CHEMBL102438,9.7,1.0
COc1ccc(COC(=O)c2cccc(=O)[nH]2)cc1,CHEMBL253172,4.0,0.0
COc1ccc(COC(=O)c2cccc(S)n2)cc1,CHEMBL399908,4.02,0.0
COc1ccc(CSCC2[C@H](C(=O)NO)N(S(=O)(=O)c3ccc(OC)cc3)CC2(C)C)cc1,CHEMBL323575,8.36,1.0
COc1ccc(CSC[C@H]2C(=O)N[C@@H](CS)C(=O)N2Cc2ccc(OC)cc2)cc1,CHEMBL424407,7.28,1.0
COc1ccc(C[C@@H](OC(=O)/C=C/c2ccc(OCc3ccccc3)c(OCc3ccccc3)c2)C(=O)O)cc1OC,CHEMBL2333287,5.17,0.0
COc1ccc(C[C@H](OC(=O)/C=C/c2ccc(OCc3ccccc3)c(OCc3ccccc3)c2)C(=O)O)cc1OC,CHEMBL2333288,5.22,0.0
COc1ccc(N2CCN(c3ccc(S(=O)(=O)C4(C(=O)NO)CCN(C5CC5)CC4)cc3)CC2)cc1,CHEMBL1084510,6.14,1.0
COc1ccc(N2CCN(c3ccc(S(=O)(=O)C4(C(=O)NO)CCOCC4)cc3)CC2)cc1,CHEMBL1084208,6.14,1.0
COc1ccc(NC(=O)/C=C/c2ccc(O)c(O)c2)cc1,CHEMBL1163455,8.48,1.0
COc1ccc(NC(=O)/C=C/c2ccc(O)cc2)cc1,CHEMBL2336343,8.37,1.0
COc1ccc(NC(=O)/C=C/c2cccc(O)c2)cc1,CHEMBL2336782,8.47,1.0
COc1ccc(NC(=O)/C=C/c2ccccc2)cc1,CHEMBL2336357,8.21,1.0
COc1ccc(NC(=O)CCCOc2ccc(S(=O)(=O)C3(C(=O)NO)CCOCC3)cc2)cc1,CHEMBL1770157,7.64,1.0
COc1ccc(NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@]2(C)CCC[C@]3(C)c4cc(S(=O)(=O)N[C@H](Cc5ccccc5)C(=O)Nc5ccc(OC)cc5)c(C(C)C)cc4CC[C@@H]23)cc1,CHEMBL4203717,4.24,0.0
COc1ccc(NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@]2(C)CCC[C@]3(C)c4cc(S(=O)(=O)N[C@@H](Cc5ccccc5)C(=O)Nc5ccc(OC)cc5)c(C(C)C)cc4CC[C@@H]23)cc1,CHEMBL4210975,4.26,0.0
COc1ccc(NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@]2(C)CCC[C@]3(C)c4cc(S(=O)(=O)O)c(C(C)C)cc4CC[C@@H]23)cc1,CHEMBL4210262,4.44,0.0
COc1ccc(NS(=O)(=O)c2cc(C(=O)N3CCCN(C4(c5ccc(Oc6ccccc6)cc5)C(=O)NC(=O)NC4=O)CC3)ccc2C)cc1,CHEMBL1812963,7.55,1.0
COc1ccc(Nc2cc(-c3ccccc3)cc3c2c(=O)[nH]c2c(OC)c(OC)ccc23)cc1,CHEMBL4753504,4.69,0.0
COc1ccc(Nc2cc(-c3ccccc3)cc3c2c(=O)[nH]c2ccccc23)cc1,CHEMBL4756447,4.66,0.0
COc1ccc(Nc2cc(-c3ccco3)cc3c2c(=O)[nH]c2ccccc23)cc1,CHEMBL4777608,5.05,0.0
COc1ccc(Nc2cc(-c3cccs3)cc3c2c(=O)[nH]c2ccccc23)cc1,CHEMBL4741456,5.3,0.0
